# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    6.006006006    1.976246599    1.950263311    1.943790627
    6.021021021    1.865974538    1.854329448    1.851449644
    6.036036036    1.756631981    1.759256599    1.759941713
    6.051051051    1.655064922    1.671519029    1.675665855
    6.066066066    1.562355841    1.591851627    1.599276266
    6.081081081    1.471625189    1.510355389    1.520124238
    6.096096096    1.369651679    1.410372344    1.420690439
    6.111111111    1.253216064    1.290285770    1.299735115
    6.126126126    1.125489908    1.157339448    1.165514769
    6.141141141    0.975480319    1.000982182    1.007594209
    6.156156156    0.792265354    0.807817100    0.811943402
    6.171171171    0.586010514    0.588778332    0.589688486
    6.186186186    0.380003812    0.372857072    0.371253178
    6.201201201    0.197894414    0.186602963    0.183911387
    6.216216216    0.056443634    0.044323101    0.041368364
    6.231231231   -0.042832381   -0.054406367   -0.057263736
    6.246246246   -0.109679324   -0.118877462   -0.121165541
    6.261261261   -0.163497552   -0.167466995   -0.168441907
    6.276276276   -0.238766319   -0.235987296   -0.235227345
    6.291291291   -0.359158360   -0.352929918   -0.351261879
    6.306306306   -0.511199045   -0.508366462   -0.507551786
    6.321321321   -0.648734176   -0.652749560   -0.653710975
    6.336336336   -0.720744530   -0.729312848   -0.731510130
    6.351351351   -0.714808814   -0.723883370   -0.726280068
    6.366366366   -0.664693135   -0.671263023   -0.673045434
    6.381381381   -0.617683866   -0.618990787   -0.619414488
    6.396396396   -0.613914055   -0.608918387   -0.607680135
    6.411411411   -0.688230689   -0.679312085   -0.676964663
    6.426426426   -0.867165734   -0.859747545   -0.857637904
    6.441441441   -1.129868930   -1.130510124   -1.130349141
    6.456456456   -1.392505065   -1.404240433   -1.406896232
    6.471471471   -1.577743760   -1.599845206   -1.605191381
    6.486486486   -1.669068072   -1.700188069   -1.707882050
    6.501501502   -1.690024291   -1.728898664   -1.738606161
    6.516516517   -1.672050453   -1.715442547   -1.726333194
    6.531531532   -1.636876646   -1.677942545   -1.688282504
    6.546546547   -1.606126448   -1.634075835   -1.641123422
    6.561561562   -1.619304418   -1.623992829   -1.625161709
    6.576576577   -1.699728946   -1.680460633   -1.675579341
    6.591591592   -1.822834775   -1.792307177   -1.784591710
    6.606606607   -1.953899606   -1.930112797   -1.924078534
    6.621621622   -2.078879461   -2.070965640   -2.068895781
    6.636636637   -2.189508118   -2.194825973   -2.196080959
    6.651651652   -2.273638673   -2.286666369   -2.289896370
    6.666666667   -2.321953642   -2.339509888   -2.343932466
    6.681681682   -2.340009358   -2.359950269   -2.365013086
    6.696696697   -2.339085503   -2.358456178   -2.363407890
    6.711711712   -2.316805982   -2.333817868   -2.338216963
    6.726726727   -2.267512058   -2.280684539   -2.284153908
    6.741741742   -2.206368706   -2.211611663   -2.213101469
    6.756756757   -2.156016898   -2.149546517   -2.148090645
    6.771771772   -2.119432737   -2.105507848   -2.102178301
    6.786786787   -2.089420133   -2.079452756   -2.077100840
    6.801801802   -2.073027660   -2.072471730   -2.072424649
    6.816816817   -2.082040436   -2.087724364   -2.089158688
    6.831831832   -2.117237696   -2.125486444   -2.127474079
    6.846846847   -2.180508184   -2.188265401   -2.190033858
    6.861861862   -2.284081298   -2.288406375   -2.289213879
    6.876876877   -2.435488439   -2.437333027   -2.437438239
    6.891891892   -2.615497302   -2.618641853   -2.619059600
    6.906906907   -2.777314502   -2.782241065   -2.783172706
    6.921921922   -2.882492618   -2.885487217   -2.886032574
    6.936936937   -2.922561387   -2.920289924   -2.919583791
    6.951951952   -2.914419266   -2.905640055   -2.903324858
    6.966966967   -2.880062484   -2.866983946   -2.863600577
    6.981981982   -2.831458023   -2.820367871   -2.817494217
    6.996996997   -2.776046627   -2.770565127   -2.769101429
    7.012012012   -2.715919062   -2.713208153   -2.712435505
    7.027027027   -2.651665619   -2.649328815   -2.648630145
    7.042042042   -2.595180002   -2.595388699   -2.595274477
    7.057057057   -2.567827241   -2.573425271   -2.574583122
    7.072072072   -2.582849394   -2.594097926   -2.596607159
    7.087087087   -2.641458187   -2.654717833   -2.657719289
    7.102102102   -2.735869221   -2.745027457   -2.747036997
    7.117117117   -2.853274545   -2.852594783   -2.852184686
    7.132132132   -2.985376739   -2.971893621   -2.968310692
    7.147147147   -3.124623962   -3.102099688   -3.096282837
    7.162162162   -3.245306003   -3.223048437   -3.217338388
    7.177177177   -3.313797192   -3.299886802   -3.296307018
    7.192192192   -3.321430603   -3.319560390   -3.319019238
    7.207207207   -3.287200419   -3.298608561   -3.301394877
    7.222222222   -3.238206167   -3.262556475   -3.268574899
    7.237237237   -3.186656975   -3.221769941   -3.230497943
    7.252252252   -3.119928996   -3.161111951   -3.171407950
    7.267267267   -3.028145010   -3.067686470   -3.077614616
    7.282282282   -2.922909841   -2.954089753   -2.961927992
    7.297297297   -2.826951663   -2.846874904   -2.851857587
    7.312312312   -2.762265092   -2.769053890   -2.770693620
    7.327327327   -2.741812683   -2.734898391   -2.733055612
    7.342342342   -2.765461344   -2.748367811   -2.743937064
    7.357357357   -2.821664594   -2.800788392   -2.795395528
    7.372372372   -2.891261181   -2.872200034   -2.867281376
    7.387387387   -2.948331785   -2.935283736   -2.931921301
    7.402402402   -2.975705855   -2.972873964   -2.972125439
    7.417417417   -2.980574681   -2.989200957   -2.991349848
    7.432432432   -2.987781816   -3.002351170   -3.005978833
    7.447447447   -3.014429819   -3.025359637   -3.028053344
    7.462462462   -3.049708677   -3.050494237   -3.050634615
