# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    3.903903904    1.376985834    1.549043345    1.541006376
    3.918918919    1.409629244    1.537215138    1.552320659
    3.933933934    1.433089301    1.523387122    1.564490875
    3.948948949    1.443456098    1.508931126    1.579770585
    3.963963964    1.436646066    1.491646806    1.599596732
    3.978978979    1.410194218    1.468948876    1.625277516
    3.993993994    1.370244107    1.446153279    1.652404187
    4.009009009    1.327636538    1.429941651    1.672633210
    4.024024024    1.290765596    1.417851726    1.687449033
    4.039039039    1.265392214    1.401518341    1.709813366
    4.054054054    1.253988952    1.378982306    1.745015177
    4.069069069    1.250492086    1.354532158    1.783748579
    4.084084084    1.246126955    1.330991637    1.819720127
    4.099099099    1.240319440    1.311536607    1.858877601
    4.114114114    1.236676407    1.298030505    1.910508845
    4.129129129    1.234534578    1.285500787    1.975010802
    4.144144144    1.235645295    1.271614452    2.042408444
    4.159159159    1.244830657    1.262112484    2.106308981
    4.174174174    1.260638132    1.262522273    2.173261605
    4.189189189    1.279276269    1.273135117    2.252827214
    4.204204204    1.298582192    1.287568122    2.342494673
    4.219219219    1.316139675    1.298592506    2.432145934
    4.234234234    1.326114542    1.302944649    2.518757620
    4.249249249    1.320057022    1.297634911    2.603181337
    4.264264264    1.295326478    1.280318752    2.686877759
    4.279279279    1.259455895    1.251934495    2.786195732
    4.294294294    1.221945084    1.218552032    2.918088400
    4.309309309    1.191408768    1.189615920    3.074337887
    4.324324324    1.172463499    1.170330887    3.227213864
    4.339339339    1.162113803    1.158187457    3.366637427
    4.354354354    1.156369905    1.148826618    3.518153686
    4.369369369    1.156255777    1.142480841    3.704000196
    4.384384384    1.164065311    1.142418605    3.913751028
    4.399399399    1.180824957    1.150925195    4.132847080
    4.414414414    1.210131236    1.169970309    4.370478507
    4.429429429    1.251916927    1.196066205    4.633747175
    4.444444444    1.294212173    1.219467257    4.906644504
    4.459459459    1.322447629    1.235478584    5.154234590
    4.474474474    1.333269365    1.247563609    5.315659677
    4.489489489    1.331926799    1.258286938    5.291963762
    4.504504505    1.323473412    1.265301342    5.003371646
    4.519519520    1.308700371    1.266237790    4.518505290
    4.534534535    1.283940587    1.258681663    4.022456570
    4.549549550    1.250279086    1.242332563    3.633111308
    4.564564565    1.217658374    1.223153088    3.365136570
    4.579579580    1.195249224    1.207159876    3.204905149
    4.594594595    1.187128731    1.197980809    3.137904298
    4.609609610    1.192581837    1.194632336    3.144162531
    4.624624625    1.203860987    1.188913081    3.207691835
    4.639639640    1.210684143    1.175028230    3.317295481
    4.654654655    1.206321949    1.152393778    3.462028338
    4.669669670    1.191989630    1.121998528    3.636772018
    4.684684685    1.178169420    1.091606016    3.849170917
    4.699699700    1.172944481    1.072403234    4.112685197
    4.714714715    1.173232195    1.068018022    4.429732854
    4.729729730    1.171879030    1.071901913    4.786976219
    4.744744745    1.165993017    1.073690083    5.163309329
    4.759759760    1.155563362    1.067700259    5.549799096
    4.774774775    1.139954735    1.055164813    5.966232370
    4.789789790    1.122372247    1.042611166    6.442724791
    4.804804805    1.113089473    1.038468499    6.993381725
    4.819819820    1.119724068    1.044760545    7.622503637
    4.834834835    1.139686817    1.055235157    8.347303489
    4.849849850    1.162581968    1.063685305    9.184576891
    4.864864865    1.179340807    1.069498176   10.135152239
    4.879879880    1.190717070    1.075639104   11.176009652
    4.894894895    1.202272094    1.084376179   12.256306389
    4.909909910    1.216437542    1.096345392   13.315382927
    4.924924925    1.232931113    1.112238848   14.277844163
    4.939939940    1.248113606    1.131232906   15.065108969
    4.954954955    1.252120798    1.145312958   15.606856597
    4.969969970    1.238229872    1.143103173   15.827417954
    4.984984985    1.211347378    1.122273606   15.655296742
    5.000000000    1.178400397    1.089106642   15.050670272
    5.015015015    1.144214510    1.051040996   14.095655937
    5.030030030    1.111704968    1.012170731   13.006403283
    5.045045045    1.079127963    0.971351879   11.962905057
    5.060060060    1.043249723    0.926830720   11.036434462
    5.075075075    1.002489127    0.878499357   10.240731051
    5.090090090    0.961005172    0.829149127    9.577622522
    5.105105105    0.928272134    0.785612055    9.046247903
    5.120120120    0.910350665    0.753441082    8.626015597
    5.135135135    0.902062454    0.731827292    8.287723909
    5.150150150    0.892683323    0.716362248    8.017402822
    5.165165165    0.878339197    0.704935481    7.803629150
    5.180180180    0.863645668    0.698080591    7.621078267
    5.195195195    0.856900881    0.698140382    7.444206463
    5.210210210    0.862211531    0.705783538    7.244289943
    5.225225225    0.875401030    0.716409276    6.981759266
    5.240240240    0.890578272    0.724671575    6.643028625
    5.255255255    0.905546828    0.729173148    6.255764290
    5.270270270    0.920552276    0.730732557    5.853873611
    5.285285285    0.932822456    0.729886383    5.458213012
    5.300300300    0.939027066    0.727056501    5.084563682
    5.315315315    0.941576932    0.722825207    4.747333048
    5.330330330    0.944911983    0.718489506    4.454509495
    5.345345345    0.952743801    0.716068573    4.199199817
    5.360360360    0.967366809    0.718379105    3.968669698
    5.375375375    0.987892482    0.727733620    3.766297385
    5.390390390    1.010191655    0.741932863    3.599490433
    5.405405405    1.031992267    0.757016947    3.457356024
    5.420420420    1.056876677    0.772637477    3.320822488
    5.435435435    1.087496478    0.789527446    3.183888612
    5.450450450    1.120530957    0.805686153    3.052823373
    5.465465465    1.149583939    0.819556642    2.930584765
    5.480480480    1.173280111    0.833555452    2.814311312
    5.495495495    1.197805878    0.851809163    2.711316598
    5.510510511    1.229403698    0.875380660    2.642773297
    5.525525526    1.272187236    0.903373334    2.624121555
    5.540540541    1.332873992    0.936392616    2.648725279
    5.555555556    1.414424930    0.972812935    2.692421672
    5.570570571    1.510199409    1.007034131    2.730406392
    5.585585586    1.608627561    1.035656591    2.745471030
    5.600600601    1.695791915    1.057861166    2.730709786
    5.615615616    1.759540136    1.074948446    2.692706802
    5.630630631    1.786095291    1.090255445    2.651681178
    5.645645646    1.771031350    1.108852029    2.631060489
    5.660660661    1.730257274    1.134674201    2.640858720
    5.675675676    1.680457282    1.165126539    2.673076511
    5.690690691    1.628222655    1.195313448    2.714553264
    5.705705706    1.582285268    1.228058457    2.761738389
    5.720720721    1.554139947    1.269192053    2.823697654
    5.735735736    1.541713980    1.311203540    2.903374916
    5.750750751    1.532024195    1.336295412    2.983514330
    5.765765766    1.518901706    1.336733532    3.043240021
    5.780780781    1.504197412    1.320266604    3.076126695
    5.795795796    1.490398742    1.299389437    3.079637616
    5.810810811    1.476647632    1.279324323    3.040795276
    5.825825826    1.458487305    1.261352361    2.943580513
    5.840840841    1.430465265    1.247482487    2.786946103
    5.855855856    1.392851270    1.236619533    2.594038395
    5.870870871    1.354589614    1.225902380    2.399669063
    5.885885886    1.322479776    1.211729215    2.230206015
    5.900900901    1.296990300    1.194151383    2.092010545
    5.915915916    1.278534522    1.179819054    1.979921376
    5.930930931    1.266507431    1.173877910    1.893592428
    5.945945946    1.255957190    1.174053229    1.836979615
    5.960960961    1.241629247    1.176508727    1.803898336
    5.975975976    1.224102934    1.181184623    1.777551577
    5.990990991    1.208764052    1.188568086    1.748808366
    6.006006006    1.198761342    1.195888775    1.726296287
    6.021021021    1.192894660    1.197713230    1.724262738
    6.036036036    1.188919284    1.190228019    1.743414258
    6.051051051    1.185247209    1.174476567    1.770700788
    6.066066066    1.180331861    1.154310495    1.794147591
    6.081081081    1.172029389    1.131808317    1.810836932
    6.096096096    1.157959889    1.105973826    1.818227274
    6.111111111    1.136838856    1.074247522    1.803263877
    6.126126126    1.110506524    1.037637682    1.755910564
    6.141141141    1.084416275    1.003016180    1.684971702
    6.156156156    1.061900902    0.975359046    1.601249178
    6.171171171    1.039164476    0.951821091    1.503467041
    6.186186186    1.010351922    0.927039052    1.388498094
    6.201201201    0.976031360    0.900358752    1.262344594
    6.216216216    0.942395715    0.875372641    1.139168217
    6.231231231    0.912136246    0.853744970    1.032914847
    6.246246246    0.883776564    0.833918744    0.949832472
    6.261261261    0.856150921    0.812867427    0.890318300
    6.276276276    0.826709682    0.785703254    0.851370268
    6.291291291    0.795229893    0.752411975    0.826631744
    6.306306306    0.765840172    0.719182793    0.810493366
    6.321321321    0.739472120    0.688633118    0.801057094
    6.336336336    0.712241727    0.658852898    0.796938827
    6.351351351    0.682145028    0.629441664    0.794916780
    6.366366366    0.650934243    0.602444958    0.792577283
    6.381381381    0.621188217    0.580057689    0.788621557
    6.396396396    0.596312717    0.564173497    0.782130553
    6.411411411    0.579122999    0.555285468    0.772822251
    6.426426426    0.569353189    0.551896510    0.761267426
    6.441441441    0.564726974    0.551932241    0.748256317
    6.456456456    0.564340496    0.554649759    0.736760136
    6.471471471    0.568675768    0.559929001    0.731597091
    6.486486486    0.578243408    0.568485935    0.732373297
    6.501501502    0.592412106    0.581893624    0.736121949
    6.516516517    0.609587814    0.602202786    0.744697125
    6.531531532    0.628890545    0.631665199    0.760860494
    6.546546547    0.650302236    0.669830956    0.783941647
    6.561561562    0.672621022    0.711207509    0.813205486
    6.576576577    0.692883207    0.748168370    0.848137180
    6.591591592    0.710833596    0.778895455    0.885043868
    6.606606607    0.728559179    0.807781462    0.915695395
    6.621621622    0.744283289    0.834839545    0.932361503
    6.636636637    0.756162948    0.855680147    0.933466483
    6.651651652    0.766288014    0.870363918    0.928125386
    6.666666667    0.776804602    0.883930817    0.927355971
    6.681681682    0.788989048    0.900622239    0.932711139
    6.696696697    0.803149933    0.919409238    0.941873944
    6.711711712    0.818607312    0.937641105    0.954106292
    6.726726727    0.834583443    0.956603997    0.968253782
    6.741741742    0.850941214    0.979534404    0.984471261
    6.756756757    0.866527751    1.005096182    1.003537311
    6.771771772    0.879519776    1.027605702    1.022246892
    6.786786787    0.889288384    1.042322218    1.035677280
    6.801801802    0.892445746    1.046609515    1.040446374
    6.816816817    0.885413776    1.043246734    1.036163383
    6.831831832    0.873164125    1.043400251    1.028556474
    6.846846847    0.862878080    1.054338158    1.026953633
    6.861861862    0.853870459    1.071169452    1.034775961
    6.876876877    0.840975493    1.084056929    1.048802259
    6.891891892    0.821315309    1.085077033    1.066272454
    6.906906907    0.797664899    1.072679754    1.087068514
    6.921921922    0.774972624    1.052168422    1.108427122
    6.936936937    0.756168443    1.030797364    1.122757763
    6.951951952    0.744411043    1.014227880    1.124604645
    6.966966967    0.740379146    1.003526239    1.117795953
    6.981981982    0.740087113    0.996508297    1.109345724
    6.996996997    0.739746584    0.989062211    1.105311943
    7.012012012    0.738274683    0.977311157    1.111749074
    7.027027027    0.736887423    0.962598631    1.129056416
    7.042042042    0.736345619    0.948220694    1.150243522
    7.057057057    0.735700798    0.934423211    1.168036822
    7.072072072    0.735805633    0.922189959    1.180047439
    7.087087087    0.740250689    0.916014974    1.187766694
    7.102102102    0.750990094    0.918287091    1.194259810
    7.117117117    0.766787928    0.926386258    1.203345317
    7.132132132    0.784342250    0.936092306    1.217223724
    7.147147147    0.799007730    0.942628721    1.235300194
    7.162162162    0.810938719    0.945310642    1.255726098
    7.177177177    0.826055886    0.950848349    1.276376413
    7.192192192    0.845562544    0.964136278    1.296250993
    7.207207207    0.864548212    0.980580155    1.316801452
    7.222222222    0.879711397    0.993556704    1.339938604
    7.237237237    0.888575702    0.999866207    1.364972057
    7.252252252    0.887387947    0.996955004    1.385454316
    7.267267267    0.878314377    0.987459426    1.391372437
    7.282282282    0.867221656    0.978050046    1.378389736
    7.297297297    0.855131157    0.969664595    1.352595947
    7.312312312    0.840855152    0.957175164    1.322772735
    7.327327327    0.828041706    0.939693968    1.293118049
    7.342342342    0.820179046    0.922400340    1.266041142
    7.357357357    0.814327230    0.909056973    1.244366730
    7.372372372    0.804287090    0.896822803    1.225836236
    7.387387387    0.786032280    0.878643052    1.204978112
    7.402402402    0.761936662    0.854504007    1.178817979
    7.417417417    0.738590886    0.832658776    1.148753818
    7.432432432    0.722322475    0.819056399    1.117234996
    7.447447447    0.716461829    0.814163252    1.083979555
    7.462462462    0.718646399    0.814146568    1.046888396
    7.477477477    0.721313451    0.812775256    1.005514415
    7.492492492    0.719039804    0.806768721    0.962875877
    7.507507508    0.714783302    0.797321221    0.922396727
    7.522522523    0.714026462    0.786487897    0.885534512
    7.537537538    0.717230967    0.776107874    0.854114612
    7.552552553    0.720850948    0.768860703    0.830026675
    7.567567568    0.722763872    0.766585149    0.812421450
    7.582582583    0.723516217    0.768094960    0.798203007
    7.597597598    0.722927608    0.770651820    0.786014488
    7.612612613    0.720152173    0.771235713    0.777870453
    7.627627628    0.716178461    0.766714218    0.774254693
    7.642642643    0.714045219    0.758066339    0.772747614
    7.657657658    0.717205591    0.751845215    0.771477291
    7.672672673    0.727058419    0.753254765    0.770428644
    7.687687688    0.743373101    0.762113950    0.769314432
    7.702702703    0.765472336    0.775354606    0.765599400
    7.717717718    0.790408648    0.791055148    0.756329419
    7.732732733    0.810212457    0.806201137    0.743136479
    7.747747748    0.815357010    0.816269306    0.731358360
    7.762762763    0.805125577    0.820860715    0.724312640
    7.777777778    0.788942797    0.824836064    0.722133041
    7.792792793    0.778168930    0.834836928    0.722318844
    7.807807808    0.777555741    0.853831259    0.722789062
    7.822822823    0.782656412    0.877573357    0.725294536
    7.837837838    0.787089064    0.898784276    0.732052406
    7.852852853    0.789232472    0.915568163    0.742196152
    7.867867868    0.789221394    0.930776867    0.754291062
    7.882882883    0.784583865    0.945412650    0.767711313
    7.897897898    0.774232322    0.958247682    0.780931846
    7.912912913    0.762092577    0.968025575    0.792307877
    7.927927928    0.753114454    0.974183170    0.802524934
    7.942942943    0.748864125    0.977026956    0.812518157
    7.957957958    0.747664569    0.977501083    0.819938689
    7.972972973    0.748721861    0.977058441    0.823833231
    7.987987988    0.751000594    0.975054280    0.827304023
    8.003003003    0.751385849    0.971126943    0.832982426
    8.018018018    0.747441716    0.967733398    0.841946873
    8.033033033    0.738850658    0.964226216    0.853996073
    8.048048048    0.726355606    0.957550018    0.867665252
    8.063063063    0.712050394    0.948290151    0.882811742
    8.078078078    0.699029617    0.937906351    0.899302744
    8.093093093    0.690074791    0.928184559    0.915554200
    8.108108108    0.686996528    0.921591592    0.933036980
    8.123123123    0.690591044    0.917768671    0.954036195
    8.138138138    0.699459890    0.915630716    0.973618746
    8.153153153    0.708684260    0.914721499    0.983506041
    8.168168168    0.712704034    0.910252787    0.980610437
    8.183183183    0.710751360    0.897362668    0.966073758
    8.198198198    0.704147728    0.875462607    0.944185973
    8.213213213    0.692653644    0.845513151    0.920572651
    8.228228228    0.677752982    0.811230548    0.897284710
    8.243243243    0.662905182    0.776863269    0.874345802
    8.258258258    0.652831273    0.746117704    0.852178044
    8.273273273    0.651576241    0.723230963    0.829588934
    8.288288288    0.658236971    0.708343176    0.806222421
